price,areaM2,lat,lng,nrOfRooms,floorNr,nrOfFloors,yearBuilt
450000,70,52.14141069999999,21.06122110000001,2,10,11,
360000,49,52.20018279380728,21.00808369154049,2,3,3,1950
339000,38,52.2252131,21.040076999999997,2,3,4,1960
230000,36,52.1930646,21.007555499999967,1,0,4,1950
410000,53,52.1930646,21.007555499999967,2,4,4,1958
495000,52.76,52.1627589,20.99261100000001,2,6,6,2015
329000,46,52.159506,20.992007899999976,2,1,7,2015
405000,45.1,52.2335074,21.061734600000023,2,1,4,1954
580000,81,52.2034323,21.01171679999993,3,2,4,1981
265000,38,52.210893,20.979980699999942,2,2,4,1965
310000,37,52.1948069,21.0089696,1,1,4,1952
350000,47,52.19388980170895,21.01524399999994,3,1,10,1968
424000,60.8,52.1711415,21.035695799999985,3,6,10,1979
385000,61,52.149609,21.03746620000004,3,1,4,1985
465000,78.4,52.1750599,21.069914899999958,4,4,6,1980
329000,38.1,52.1832606,21.05726149999998,2,4,10,1971
1800000,150,52.2034029,21.0226629,5,3,5,2007
409000,47.6,52.2082624,21.062907600000017,2,2,4,2011
259000,36.6,52.1733969,21.006529,2,4,10,1972
540000,52,52.22639789999999,21.036471000000006,2,1,4,1936
610000,51,52.2344343,21.004515500000025,1,2,6,1956
699000,70,52.2344343,21.004515500000025,3,1,6,1956
450000,58,52.1834692,21.026680299999953,3,1,18,1978
415000,61,52.1720532,21.03704259999995,3,7,9,1978
1400000,110,52.2194379,20.98774000000003,4,3,4,1935
455000,63.5,52.1954237,21.05126519999999,4,0,4,1993
400000,37,52.2099862,21.00569429999996,2,8,10,1970
449000,68.8,52.1808294,21.01567590000002,3,2,4,1991
294000,32,52.1567119,21.039766800000052,2,4,7,1982
1150000,59,52.2341193,21.01584839999998,2,4,6,
1259000,89,52.2446119,21.01214989999994,4,2,5,1978
1550000,147,52.1556454,21.030672200000026,6,0,2,1997
599000,68,52.2234438,20.99959990000002,2,0,5,1952
599000,68,52.2234438,20.99959990000002,2,0,5,1952
999000,93.4,52.1722933,21.051934399999936,4,0,4,2008
1250000,95,52.2008332,21.004743899999994,3,1,6,2006
1100000,99,52.21723129999999,21.024106999999958,3,0,6,1935
1100000,103,52.149999,21.021926000000008,4,2,2,2005
699000,70,52.227003,21.037521999999967,3,3,3,1936
1600000,120,52.221981,20.98008559999994,5,3,16,2003
450000,58,52.1841798,21.04329340000004,3,2,6,2008
1140000,80,52.2050575,20.995722800000067,3,0,3,2005
840000,85.5,52.2009169,20.966620000000034,3,3,7,2010
325000,36,52.1998399,21.02947789999996,2,4,4,1960
650000,95,52.1680937,21.079113699999994,3,2,3,1996
392000,46.7,52.1727089,21.030628100000058,2,8,10,1977
370000,46.7,52.16987020000001,21.05514930000004,2,3,3,1990
375000,40,52.2430479,20.997442399999954,2,1,6,1956
399000,42.1,52.1979364,21.017353400000047,2,1,4,1953
320000,42.17,52.215812,20.975979000000052,2,2,3,1953
875000,91,52.1584,21.080762400000026,3,3,4,2007
610000,72.4,52.1425719,21.03568999999993,3,1,8,2009
274000,37,52.20314,20.968867000000046,2,9,10,1967
330000,54.9,52.1573945,21.075778899999932,2,4,4,2007
425000,50,52.1621131,21.064398600000004,2,1,3,2013
349000,47,52.20319809999999,21.00812780000001,2,3,3,1950
470000,58,52.2065534,20.999573699999928,3,6,16,1973
899000,110,52.20282899999999,21.011228500000016,3,5,5,1935
479000,59,52.1713769,21.056646600000022,3,0,3,1989
415000,60,52.180302,21.099949000000038,3,3,3,2007
310000,45,52.1921196,21.026917899999944,3,0,11,1980
339000,40.3,52.2267559,21.040654000000018,1,1,3,1938
507000,55,52.1907103,21.040970300000026,2,3,4,2009
349000,40,52.180223,21.056485000000066,2,2,5,2009
360000,46.4,52.1898668,21.011215499999935,2,3,3,1962
600000,85,52.1905239,21.06102820000001,4,2,4,1995
449000,63,52.1585857,21.0227122,3,4,7,
270000,43,52.18421300000001,21.051402000000053,2,2,4,1972
357000,46.6,52.18425380000001,21.056013399999983,3,3,4,1970
329000,37,52.19335400000001,21.02705400000002,2,7,12,1970
261000,37.4,52.210079,21.048809000000006,2,4,10,1972
380000,57,52.18280559999999,21.0186099,3,3,10,1976
607000,59,52.1922967,20.986833899999965,2,2,4,2006
860000,71.23,52.2460556,21.0128737,3,2,3,1888
399000,50,52.189699,21.001187999999956,3,3,10,1972
289000,42,52.17453889999999,21.00496899999996,2,0,7,1972
299000,52,52.1941847,21.054035999999996,2,4,4,1987
265000,35.3,52.1926429,21.065392999999972,2,11,12,1977
289000,38,52.1832606,21.05726149999998,2,4,10,1976
250000,37.4,52.20398341280977,21.04959025449216,2,1,10,1972
429000,58,52.1738379,21.02460300000007,3,1,11,1978
550000,57,52.2519699,21.00586659999999,3,0,3,
847000,97,52.1558601,21.07453899999996,5,3,4,2012
850000,111.5,52.197005,20.92571399999997,4,3,3,2005
670000,81.4,52.197005,20.92571399999997,3,1,3,2005
370000,46.6,52.18491,21.081360000000018,3,3,4,1978
570000,75.44,52.2077521,20.89320799999996,3,0,6,2014
385000,60.4,52.2221808,21.09778140000003,3,5,8,1987
420000,52.8,52.19165698132465,21.05215578308116,3,1,3,1986
369000,51,52.1684449,21.010736500000007,2,4,4,1994
380000,57,52.1940959,21.060530900000003,3,2,10,1990
300000,36,52.24348000000001,20.98794900000007,2,4,4,1956
496000,58.5,52.17115829999999,21.024940600000036,3,6,10,1979
269000,29,52.1880688,21.019687100000056,1,10,10,
589000,64,52.20657398183801,21.01780379049069,3,3,6,1990
440000,57,52.1954246,21.013458899999932,3,15,15,
315000,42,52.181897,21.05381799999998,2,3,10,1978
725400,78,52.1933776,21.06694600000003,3,1,7,2004
680000,87.5,52.208945,20.89431650000006,3,3,4,2009
258000,37,52.1858849,21.055610300000012,2,0,10,1972
330000,39,52.2377449,20.99487399999998,2,7,15,1969
379000,60,52.2090819,21.050385199999937,3,10,10,1973
680000,64,52.229957,21.017162999999982,3,6,6,1960
460000,56.99,52.23017,21.065855000000056,3,3,3,1962
339000,37,52.1827802,21.056672599999956,2,7,10,1976
375000,43.8,52.2039116,21.034121400000004,2,1,11,1962
298000,37,52.229624,20.967893300000014,1,3,7,2003
243000,31,52.209179,21.03644589999999,1,0,3,1924
580000,71,52.15153,21.03903200000002,4,0,4,1979
505000,44,52.235143,21.00949890000004,2,2,24,1968
490000,50.5,52.2020906,21.007667099999935,3,2,3,1949
498000,67,52.184756,21.023445000000038,2,3,5,
409000,56.27,52.242241,20.99030390000007,3,2,4,1950
279000,39,52.18987212907741,20.991022624328593,2,1,10,1972
600000,54,52.234213,21.02118310000003,3,1,4,1959
295000,46.3,52.1692899,21.001293000000032,3,0,4,1970
348000,48.1,52.172394,21.041113999999993,2,2,5,1980
455000,66,52.2039789,21.038949000000002,3,1,4,1950
360000,38,52.231407,21.03837390000001,2,3,8,1978
300000,42,52.1442904,21.048067800000013,2,1,4,1980
400000,46,52.19592000000001,21.014030000000048,2,0,3,1938
439000,63,52.176232,21.048213900000064,4,6,11,1980
395000,58,52.18067689999999,21.01689399999998,3,10,15,1982
529000,58,52.1324358,21.056240500000058,2,3,5,2001
299000,37,52.1858849,21.055610300000012,2,5,10,1975
300000,50,52.175554,21.06786299999999,2,0,4,
380000,55.29,52.20195585844917,21.036574694967612,3,1,4,1954
299000,35.4,52.202064,21.034219000000007,2,10,10,1969
469000,51,52.2281334,20.99659070000007,2,5,6,1954
459000,51,52.204823,21.021089899999993,2,3,3,1951
399000,53,52.1459657,21.047063200000025,3,3,3,1981
386000,56.2,52.186364,21.05911089999995,3,2,4,1971
330000,40,52.198772,21.009200899999996,2,4,4,1950
379000,56.2,52.186009,21.06145200000003,3,2,4,1971
276000,37,52.23754400000001,21.08084800000006,2,3,8,1970
639000,90,52.2282088,20.991326800000024,4,3,4,1918
325000,49,52.18379669999999,21.055714899999998,3,4,4,1978
408000,48,52.2007264,21.011372700000038,2,2,4,1951
323000,38.05,52.229996,21.036472900000035,2,1,6,1960
240000,37,52.205967897689334,20.96652050555724,2,0,10,1980
910000,87,52.1429287,21.0451319,4,10,12,2010
530000,56,52.17149209999999,21.02461649999998,3,2,3,1975
280000,32,52.2122075,21.04591370000003,1,2,4,1938
920000,72,52.16914149999999,21.02060080000001,3,3,10,2010
499000,45.1,52.1809678,21.054660499999954,2,5,6,2014
286000,48,52.1560128,21.05044459999999,2,7,8,1980
370000,52,52.147276,21.051922500000046,2,7,10,1982
320000,45,52.2378779,20.96820200000002,3,0,4,1963
430000,58,52.2358539,20.992839000000004,3,2,15,1970
460000,60,52.2430029,20.89821589999997,2,2,6,2008
355000,45,52.234778,21.032791999999972,2,7,9,1962
1904000,152.45,52.1938721,21.062009399999965,5,4,8,2013
520000,61.15,52.1717123,21.011411599999974,2,2,5,2013
480000,74,52.243649,21.088430000000017,3,3,4,2000
290000,38,52.194961753338404,21.005050915869106,1,4,4,1950
500000,70,52.1752899,21.030372899999975,3,1,3,
298000,36,52.200081,20.98063430000002,2,4,4,1968
340000,49,52.1724644,21.065808199999992,3,4,5,1968
340000,48,52.186191,21.053086000000008,2,1,9,1984
325000,47.5,52.1920921,21.06287480000003,3,3,5,1970
540000,55,52.1924889,20.989112999999975,2,3,4,2005
416000,45.8,52.1604482,21.02836709999997,2,4,6,2003
500000,50,52.1924889,20.989112999999975,2,4,6,2006
416000,46,52.15949390000001,21.02867900000001,2,4,6,2003
450000,63.9,52.13758989999999,21.05146000000002,3,2,4,1980
1590000,124,52.2652255,20.98663590000001,3,0,2,1930
465000,56,52.1553061,21.03369859999998,2,10,11,1988
399000,79,52.2749847,20.92403820000004,4,12,12,1980
497000,55,52.2338366,21.021390800000063,2,0,4,1950
390000,47,52.253851,21.000499999999988,2,1,4,1961
300000,37,52.197274,21.00832689999993,1,4,5,1954
370000,46.47,52.2250987,21.037645500000053,3,7,12,1968
300000,37,52.197274,21.00832689999993,1,4,5,1954
560000,47,52.17361,21.03171999999995,2,6,10,
843000,105.4,52.2479137,20.987925399999995,3,6,10,2000
425000,50,52.1557383,21.03463629999999,2,9,12,2008
720000,91,52.265349,20.949317899999983,3,0,4,
429000,74,52.25004370000001,20.924855999999977,4,8,10,1986
399000,51,52.17449389999999,21.004140000000007,3,0,4,
380000,45.32,52.2105823,20.961710100000005,2,0,6,2004
350000,53,52.17377889999999,21.05920900000001,2,0,4,1992
450000,64,52.13338,21.07298579999997,3,2,4,1989
360000,46,52.19889800000001,20.982653000000028,2,3,10,1970
325000,45.4,52.1922654,21.026158099999975,3,6,12,1980
400000,38.6,52.204242,20.95274900000004,2,3,3,2008
375000,59.6,52.1394818,21.06078070000001,3,0,3,1984
259000,43,52.176046,21.059843,2,4,10,1985
250000,38,52.2255052,21.040659499999947,2,8,16,1980
750000,87,52.22840249999999,21.012447299999963,4,2,4,1952
387000,40.5,52.13340549999999,21.070128299999965,2,3,4,1999
470000,49,52.2096108,21.00491390000002,2,1,10,1967
387000,40.5,52.13325,21.08046999999999,2,3,4,1999
359000,47,52.1727089,21.030628100000058,2,3,10,1978
695000,82,52.2204331,20.98904330000005,3,8,16,2004
415000,49,52.2260565,21.00901479999993,2,2,3,1936
599000,74,52.1737277,21.04863219999993,3,1,6,2007
390000,52,52.1805101,21.01248559999999,3,3,9,1976
579000,73,52.215382,20.96142789999999,3,2,12,2012
335000,46.8,52.1697965,21.022258999999963,2,8,10,1970
248000,34.5,52.2399035,20.934794799999963,1,5,9,2010
244000,35,52.248053,21.087673999999993,1,0,4,1995
347250,46.3,52.1713764,21.03061630000002,2,6,10,1970
399000,65.3,52.13026319999999,21.023996099999977,3,0,3,1970
298000,39.5,52.2250142,20.992347600000016,2,5,10,1967
218000,32.4,52.29779509999999,21.046994900000072,1,7,10,1975
779000,102,52.1282572,21.0595912,4,3,4,1997
545000,75,52.16842339999999,21.06801930000006,3,2,4,2013
349000,47,52.170736,21.05934990000003,3,1,3,1986
399000,47,52.231268,21.03712399999995,3,4,4,1964
330000,39.9,52.2357322,21.062367300000005,1,1,3,1960
240000,28.5,52.15479999999999,21.03174720000004,1,1,4,1980
385000,55,52.2335538,21.061963800000058,2,1,3,1956
300000,47.2,52.14915149999999,21.052563899999996,2,4,10,1982
440000,58,52.1478188,21.050281900000073,3,1,10,1982
407000,53.02,52.206879,21.053508899999997,2,1,5,1993
399000,40,52.1359104,21.050042899999994,2,1,10,2002
289000,46.31,52.2018206,20.97325150000006,3,0,4,1965
299000,44,52.13954380000001,21.05585199999996,2,5,9,2002
520000,60,52.1519941,21.05487340000002,3,1,3,2006
395000,48,52.2500405,20.986358600000017,2,1,9,1970
545000,75,52.16842339999999,21.06801930000006,3,2,4,2013
230000,39,52.1968194,20.976027799999997,2,4,4,1970
375000,48,52.2114554,21.04747629999997,3,9,15,1970
569000,53.1,52.227003,21.037521999999967,2,2,3,1936
545000,48,52.2523513,21.004124899999965,2,2,3,1955
450000,64,52.1779,21.052525999999943,4,3,10,1980
560000,57.7,52.1323809,21.06549199999995,3,5,5,2009
1190000,111,52.2243614,21.06726679999997,4,2,4,2008
700000,64,52.229957,21.017162999999982,3,6,6,1960
385000,56.3,52.2711473,20.936987499999987,3,1,4,1985
457000,51,52.1905003,21.00771789999999,2,1,4,1961
522000,61,52.1882441,21.014181000000008,2,2,10,2000
324000,42.4,52.1518215,21.035158899999942,2,1,3,1982
270000,27,52.14001721116743,21.034636134423863,1,0,4,2008
270000,30.47,52.2380499,20.941668899999968,2,6,11,1974
399000,52,52.1487527,21.03576010000006,2,0,4,1980
580000,70,52.211698,21.049789099999998,3,2,5,2002
350000,47.6,52.2030432,20.975092399999994,3,4,4,1970
355000,48,52.1584063,21.05265940000004,2,2,2,1985
320000,42,52.141549,21.05172600000003,2,2,2,1982
410000,46.8,52.186364,21.05911089999995,3,2,4,1976
310000,36,52.290437,20.932758199999967,2,1,4,1965
699000,90.7,52.1826827,21.055786300000022,3,1,4,1998
425000,53,52.13356400000001,21.072330400000055,2,8,10,1992
430000,50,52.21577,21.039943900000026,2,3,4,1955
345000,42.8,52.1594323,21.02434919999996,2,2,10,1980
349000,43,52.1512261,21.028967999999963,2,3,4,1970
299000,42,52.176046,21.059843,2,1,10,1970
450000,46.5,52.134372,21.06219390000001,2,4,5,2002
295000,34.3,52.280017,20.948756000000003,2,0,3,1950
500000,62,52.2250329,21.0150979,3,5,6,1960
260000,31,52.152994,21.035481900000036,1,6,10,1979
550000,54,52.2247505,21.011844600000018,2,2,4,1920
269000,42,52.226523,20.910415000000057,2,11,11,1975
293000,38,52.2878153,20.93744300000003,2,1,4,1955
560000,57.2,52.20076040000001,21.02191270000003,2,1,4,1957
440000,41,52.226948,21.016126900000017,2,5,6,1963
708000,121,52.1293529,21.059068900000057,5,4,4,1998
255000,27.5,52.2377449,20.99487399999998,2,7,15,1970
535000,63.3,52.1625147,21.02517929999999,3,2,3,1990
560000,60,52.1519941,21.05487340000002,3,3,3,2006
400000,49,52.2186624,21.020921199999975,2,4,6,1953
369000,43,52.2094675,21.059392600000024,2,2,4,2002
595000,109,52.1448848,21.065168299999982,3,3,3,1998
360000,52,52.20253700000001,21.04729789999999,2,3,4,1956
797000,72,52.2344728,20.985067699999945,3,6,9,2014
304000,44,52.177025,21.017416000000026,2,13,15,1980
290000,39.9,52.20906489999999,20.970071899999994,2,2,4,1965
325000,45.3,52.1697965,21.022258999999963,2,8,10,1970
319000,36.87,52.2335074,21.061734600000023,2,1,3,1955
399000,59,52.1400355,21.066793200000006,3,0,3,1985
590000,60.49,52.1479456,21.042377399999964,2,5,8,2005
158000,27,52.2619789,21.037900900000068,1,0,5,1950
445000,49,52.18994199999999,21.02436929999999,2,3,6,2006
580000,81.4,52.1628957,21.07760159999998,3,1,3,2004
269000,36,52.1938559,20.967147000000068,2,2,4,1970
380000,50,52.1412351,21.064095199999997,2,1,3,1984
535000,56,52.1523093,21.05457899999999,2,2,3,2006
499000,58,52.14141069999999,21.06122110000001,2,5,8,2000
590000,61.8,52.1748509,21.031592000000046,2,0,2,1997
